,,,"Milton [Population centre], Ontario",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Knowledge of languages","            North Slavey (Hare)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","            South Slavey",,       0,,       0,,       0,,       0,,       0,,      10,
"Knowledge of languages","            Slavey; n.o.s.",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Tahltan languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","            Kaska (Nahani)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","            Tahltan",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Tutchone languages",,       0,,       0,,       0,,      10,,       0,,       0,
"Knowledge of languages","            Northern Tutchone",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","            Southern Tutchone",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Athabaskan languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","      Haida",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","      Inuit languages",,       0,,       0,,       0,,     840,,     320,,     525,
"Knowledge of languages","        Inuinnaqtun (Inuvialuktun)",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","        Inuktitut",,       0,,       0,,       0,,     730,,     285,,     445,
"Knowledge of languages","        Inuit languages; n.i.e.",,       0,,       0,,       0,,     105,,      35,,      70,
"Knowledge of languages","      Iroquoian languages",,       0,,       0,,       0,,    1940,,     810,,    1125,
"Knowledge of languages","        Cayuga",,       0,,       0,,       0,,     120,,      35,,      85,
"Knowledge of languages","        Mohawk",,       0,,       0,,       0,,    1625,,     710,,     915,
"Knowledge of languages","        Oneida",,       0,,       0,,       0,,     180,,      55,,     125,
"Knowledge of languages","        Iroquoian languages; n.i.e.",,       0,,       0,,       0,,      50,,      25,,      25,
"Knowledge of languages","      Kutenai",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","      Michif",,       0,,       0,,       0,,     180,,      65,,     110,
"Knowledge of languages","      Salish languages",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","        Comox",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Halkomelem",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Lillooet",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Okanagan",,       0,,       0,,       0,,       0,,      10,,       0,
"Knowledge of languages","        Shuswap (Secwepemctsin)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Squamish",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Straits",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Thompson (Ntlakapamux)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Salish languages; n.i.e.",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","      Siouan languages",,       0,,       0,,       0,,      40,,      10,,      30,
"Knowledge of languages","        Dakota",,       0,,       0,,       0,,      20,,      10,,      10,
"Knowledge of languages","        Stoney",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Siouan languages; n.i.e.",,       0,,       0,,       0,,      20,,       0,,      15,
"Knowledge of languages","      Tlingit",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","      Tsimshian languages",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","        Gitxsan (Gitksan)",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","        Nisga'a",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Tsimshian",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","      Wakashan languages",,       0,,       0,,       0,,      10,,      10,,       0,
"Knowledge of languages","        Haisla",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Heiltsuk",,       0,,       0,,       0,,       0,,       0,,      10,
"Knowledge of languages","        Kwakiutl (Kwak'wala)",,       0,,       0,,       0,,      10,,       0,,       0,
"Knowledge of languages","        Nuu-chah-nulth (Nootka)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Wakashan languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","      Aboriginal languages; n.o.s.",,       0,,       0,,       0,,     210,,     100,,     110,
"Knowledge of languages","    Non-Aboriginal languages",,   43790,,   21160,,   22630,, 4397690,, 2099820,, 2297865,
"Knowledge of languages","      Afro-Asiatic languages",,    4530,,    2390,,    2140,,  362645,,  183050,,  179595,
"Knowledge of languages","        Berber languages",,       0,,       0,,      10,,     925,,     505,,     415,
"Knowledge of languages","          Kabyle",,      10,,       0,,      10,,     530,,     280,,     255,
"Knowledge of languages","          Berber languages; n.i.e.",,       0,,       0,,      10,,     390,,     225,,     165,
"Knowledge of languages","        Cushitic languages",,      50,,      25,,      30,,   34160,,   15155,,   19000,
"Knowledge of languages","          Bilen",,      10,,      10,,       0,,     355,,     200,,     160,
"Knowledge of languages","          Oromo",,       0,,       0,,       0,,    2075,,     905,,    1175,
"Knowledge of languages","          Somali",,      45,,      20,,      25,,   31535,,   13925,,   17610,
"Knowledge of languages","          Cushitic languages; n.i.e.",,       0,,       0,,       0,,     370,,     170,,     205,
"Knowledge of languages","        Semitic languages",,    4485,,    2380,,    2105,,  330315,,  168750,,  161570,
"Knowledge of languages","          Amharic",,      25,,      10,,      10,,   16010,,    7565,,    8445,
"Knowledge of languages","          Arabic",,    4105,,    2180,,    1925,,  246015,,  127015,,  119000,
"Knowledge of languages","          Assyrian Neo-Aramaic",,     170,,      90,,      80,,   17825,,    8775,,    9050,
"Knowledge of languages","          Chaldean Neo-Aramaic",,      65,,      30,,      35,,    6185,,    3045,,    3140,
"Knowledge of languages","          Harari",,       0,,       0,,       0,,    1310,,     660,,     645,
"Knowledge of languages","          Hebrew",,      65,,      35,,      30,,   43255,,   22165,,   21090,
"Knowledge of languages","          Maltese",,     115,,      65,,      55,,    7020,,    3455,,    3570,
"Knowledge of languages","          Tigrigna",,      20,,      10,,      15,,    9385,,    4320,,    5065,
"Knowledge of languages","          Semitic languages; n.i.e.",,      20,,      15,,      10,,    1985,,    1010,,     975,
"Knowledge of languages","        Afro-Asiatic languages; n.i.e.",,      10,,       0,,      10,,    1125,,     535,,     590,
"Knowledge of languages","      Austro-Asiatic languages",,     560,,     245,,     320,,   99830,,   46210,,   53620,
"Knowledge of languages","        Khmer (Cambodian)",,      25,,      15,,      10,,   10045,,    4490,,    5550,
"Knowledge of languages","        Vietnamese",,     535,,     225,,     305,,   90265,,   41965,,   48300,
"Knowledge of languages","        Austro-Asiatic languages; n.i.e.",,       0,,       0,,       0,,      60,,      10,,      50,
"Knowledge of languages","      Austronesian languages",,    2590,,    1060,,    1525,,  249435,,   98295,,  151150,
"Knowledge of languages","        Bikol",,       0,,       0,,      10,,     755,,     340,,     425,
"Knowledge of languages","        Cebuano",,     115,,      55,,      65,,    9475,,    3650,,    5830,
"Knowledge of languages","        Fijian",,       0,,       0,,       0,,     110,,      40,,      65,
"Knowledge of languages","        Hiligaynon",,      15,,      10,,      15,,    3110,,    1205,,    1910,
"Knowledge of languages","        Ilocano",,      45,,      25,,      20,,   15235,,    5940,,    9295,
"Knowledge of languages","        Malagasy",,       0,,       0,,       0,,     215,,     115,,     100,
"Knowledge of languages","        Malay",,     140,,      75,,      60,,    9780,,    4500,,    5280,
"Knowledge of languages","        Pampangan (Kapampangan; Pampango)",,      25,,      15,,      15,,    1935,,     855,,    1080,
"Knowledge of languages","        Pangasinan",,      10,,       0,,       0,,     565,,     245,,     320,
"Knowledge of languages","        Tagalog (Pilipino; Filipino)",,    2405,,     965,,    1440,,  232935,,   91110,,  141820,
"Knowledge of languages","        Waray-Waray",,       0,,       0,,       0,,     410,,     125,,     285,
"Knowledge of languages","        Austronesian languages; n.i.e.",,      10,,       0,,      10,,    1785,,     755,,    1030,
"Knowledge of languages","      Creole languages",,     195,,      85,,     105,,   30260,,   13525,,   16735,
"Knowledge of languages","        Haitian Creole",,      10,,       0,,      10,,    1430,,     605,,     830,
"Knowledge of languages","        Creole; n.o.s.",,     115,,      50,,      65,,   19375,,    8480,,   10895,
"Knowledge of languages","        Creole languages; n.i.e.",,      65,,      30,,      40,,    9685,,    4525,,    5155,
"Knowledge of languages","      Dravidian languages",,    1850,,     960,,     895,,  196315,,   97975,,   98335,
"Knowledge of languages","        Kannada",,     100,,      60,,      40,,    5775,,    2930,,    2845,
"Knowledge of languages","        Malayalam",,     370,,     195,,     175,,   22880,,   11535,,   11345,
"Knowledge of languages","        Tamil",,    1125,,     575,,     550,,  157700,,   77975,,   79730,
"Knowledge of languages","        Telugu",,     375,,     200,,     180,,   16315,,    8925,,    7390,
"Knowledge of languages","        Dravidian languages; n.i.e.",,      10,,      10,,       0,,     495,,     250,,     240,
"Knowledge of languages","      Hmong-Mien languages",,       0,,       0,,       0,,     545,,     265,,     280,
"Knowledge of languages","      Indo-European languages",,   30970,,   15060,,   15910,, 2608060,, 1265535,, 1342525,
"Knowledge of languages","        Albanian",,     175,,      80,,      90,,   22375,,   11180,,   11195,
"Knowledge of languages","        Armenian",,      35,,      20,,      15,,   18435,,    8860,,    9575,
"Knowledge of languages","        Balto-Slavic languages",,    4420,,    2170,,    2250,,  473565,,  221450,,  252120,
"Knowledge of languages","          Baltic languages",,      15,,      15,,      10,,   10545,,    4495,,    6050,
"Knowledge of languages","            Latvian",,      10,,      10,,       0,,    4675,,    2070,,    2610,
"Knowledge of languages","            Lithuanian",,      10,,       0,,       0,,    5875,,    2430,,    3445,
"Knowledge of languages","          Slavic languages",,    4410,,    2165,,    2245,,  465170,,  217885,,  247285,
"Knowledge of languages","            Belarusan",,      10,,       0,,      10,,    1360,,     680,,     680,
"Knowledge of languages","            Bosnian",,      90,,      40,,      50,,    9915,,    4905,,    5010,
"Knowledge of languages","            Bulgarian",,      65,,      40,,      25,,   10410,,    5060,,    5350,
"Knowledge of languages","            Croatian",,     815,,     430,,     390,,   46580,,   22880,,   23700,
"Knowledge of languages","            Czech",,     110,,      40,,      70,,   14045,,    6615,,    7430,
"Knowledge of languages","            Macedonian",,     215,,     105,,     110,,   21505,,   10365,,   11140,
"Knowledge of languages","            Polish",,    2060,,     940,,    1120,,  142985,,   65415,,   77575,
"Knowledge of languages","            Russian",,     690,,     360,,     330,,  138735,,   64355,,   74380,
"Knowledge of languages","            Serbian",,     370,,     190,,     180,,   53250,,   26725,,   26525,
"Knowledge of languages","            Serbo-Croatian",,      45,,      30,,      15,,    5815,,    2845,,    2965,
"Knowledge of languages","            Slovak",,      30,,      10,,      20,,   12035,,    5550,,    6490,
"Knowledge of languages","            Slovene (Slovenian)",,      35,,      25,,      10,,    7935,,    3550,,    4390,
"Knowledge of languages","            Ukrainian",,     320,,     165,,     155,,   54615,,   24125,,   30490,
"Knowledge of languages","            Slavic languages; n.i.e.",,       0,,       0,,       0,,    1750,,     935,,     815,
"Knowledge of languages","        Celtic languages",,      15,,      20,,       0,,    3800,,    1880,,    1920,
"Knowledge of languages","          Scottish Gaelic",,       0,,       0,,       0,,    1480,,     720,,     765,
"Knowledge of languages","          Welsh",,      10,,       0,,       0,,     685,,     300,,     390,
"Knowledge of languages","          Celtic languages; n.i.e.",,      10,,      10,,       0,,    1650,,     870,,     785,
"Knowledge of languages","        Germanic languages",,     885,,     410,,     475,,  274305,,  130610,,  143700,
"Knowledge of languages","          Afrikaans",,      75,,      25,,      40,,    7360,,    3625,,    3735,
"Knowledge of languages","          Danish",,      35,,      10,,      20,,    5440,,    2455,,    2980,
"Knowledge of languages","          Dutch",,     200,,      90,,     110,,   63410,,   29875,,   33535,
"Knowledge of languages","          Frisian",,      10,,       0,,      10,,    1655,,     820,,     835,
"Knowledge of languages","          German",,     565,,     280,,     290,,  189035,,   90730,,   98305,
"Knowledge of languages","          Icelandic",,       0,,       0,,       0,,     285,,     130,,     155,
"Knowledge of languages","          Norwegian",,      15,,      10,,      10,,    2140,,     975,,    1165,
"Knowledge of languages","          Swedish",,      25,,      15,,      10,,    5125,,    2345,,    2785,
"Knowledge of languages","          Vlaams (Flemish)",,       0,,       0,,       0,,    2275,,    1050,,    1225,
"Knowledge of languages","          Yiddish",,      15,,      10,,       0,,    7175,,    3535,,    3640,
"Knowledge of languages","          Germanic languages; n.i.e.",,       0,,       0,,       0,,    3290,,    1645,,    1645,
"Knowledge of languages","        Greek",,     355,,     160,,     200,,   80690,,   40105,,   40590,
"Knowledge of languages","        Indo-Iranian languages",,   18120,,    8970,,    9150,,  915765,,  463175,,  452585,
"Knowledge of languages","          Indo-Aryan languages",,   17165,,    8490,,    8675,,  759390,,  384940,,  374450,
"Knowledge of languages","            Bengali",,     565,,     280,,     285,,   59685,,   30420,,   29265,
"Knowledge of languages","            Gujarati",,    1075,,     485,,     585,,  103890,,   52380,,   51510,
"Knowledge of languages","            Hindi",,    3490,,    1650,,    1840,,  250095,,  127765,,  122335,
"Knowledge of languages","            Kashmiri",,      15,,      10,,       0,,     600,,     300,,     300,
"Knowledge of languages","            Konkani",,      85,,      40,,      50,,    5490,,    2515,,    2975,
"Knowledge of languages","            Marathi",,      85,,      50,,      30,,   10360,,    5380,,    4980,
"Knowledge of languages","            Nepali",,      35,,      10,,      25,,   10245,,    5115,,    5135,
"Knowledge of languages","            Oriya (Odia)",,      15,,       0,,      10,,    1090,,     515,,     570,
"Knowledge of languages","            Punjabi (Panjabi)",,    3670,,    1880,,    1785,,  282065,,  145050,,  137015,
"Knowledge of languages","            Sindhi",,     335,,     185,,     150,,   11515,,    5385,,    6130,
"Knowledge of languages","            Sinhala (Sinhalese)",,     225,,     105,,     120,,   18555,,    9230,,    9330,
"Knowledge of languages","            Urdu",,   11235,,    5655,,    5580,,  231500,,  117305,,  114190,
"Knowledge of languages","          Iranian languages",,    1130,,     570,,     560,,  163490,,   81710,,   81785,
"Knowledge of languages","            Kurdish",,      25,,      15,,      15,,    8795,,    4755,,    4040,
"Knowledge of languages","            Pashto",,     325,,     155,,     170,,   15315,,    8145,,    7170,
"Knowledge of languages","            Persian (Farsi)",,     855,,     440,,     410,,  145465,,   72275,,   73190,
"Knowledge of languages","          Indo-Iranian languages; n.i.e.",,      95,,      45,,      45,,    4665,,    2495,,    2175,
"Knowledge of languages","        Italic (Romance) languages",,    7290,,    3420,,    3870,,  880330,,  418225,,  462105,
"Knowledge of languages","          Catalan",,      10,,       0,,       0,,     515,,     275,,     240,
"Knowledge of languages","          Italian",,    1665,,     845,,     820,,  333645,,  161190,,  172455,
"Knowledge of languages","          Portuguese",,    1965,,     950,,    1015,,  193520,,   93885,,   99635,
"Knowledge of languages","          Romanian",,     460,,     220,,     240,,   49635,,   23205,,   26430,
"Knowledge of languages","          Spanish",,    3370,,    1460,,    1910,,  337615,,  156040,,  181580,
"Knowledge of languages","          Italic (Romance) languages; n.i.e.",,       0,,       0,,       0,,    1355,,     745,,     605,
"Knowledge of languages","      Japanese",,     145,,      80,,      65,,   25675,,   11535,,   14140,
"Knowledge of languages","      Kartvelian languages",,       0,,       0,,       0,,    1555,,     775,,     780,
"Knowledge of languages","        Georgian",,       0,,       0,,       0,,    1555,,     770,,     785,
"Knowledge of languages","      Korean",,     475,,     230,,     250,,   79175,,   36930,,   42245,
"Knowledge of languages","      Mongolic languages",,       0,,       0,,       0,,     515,,     225,,     285,
"Knowledge of languages","        Mongolian",,       0,,       0,,       0,,     515,,     225,,     285,
"Knowledge of languages","      Niger-Congo languages",,     730,,     325,,     400,,   70570,,   33620,,   36945,
"Knowledge of languages","        Akan (Twi)",,     175,,      80,,     100,,   15950,,    7520,,    8435,
"Knowledge of languages","        Bamanankan",,       0,,       0,,       0,,     385,,     195,,     185,
"Knowledge of languages","        Edo",,      15,,      10,,      10,,    2130,,     930,,    1195,
"Knowledge of languages","        Ewe",,       0,,       0,,       0,,     880,,     435,,     445,
"Knowledge of languages","        Fulah (Pular; Pulaar; Fulfulde)",,       0,,       0,,       0,,     700,,     320,,     375,
"Knowledge of languages","        Ga",,      15,,      10,,      10,,    1340,,     645,,     695,
"Knowledge of languages","        Ganda",,      30,,      15,,      20,,    1225,,     550,,     675,
"Knowledge of languages","        Igbo",,      15,,      10,,      10,,    4025,,    2105,,    1920,
"Knowledge of languages","        Lingala",,      60,,      15,,      40,,    4885,,    2165,,    2720,
"Knowledge of languages","        Rundi (Kirundi)",,      30,,      10,,      25,,    2555,,    1080,,    1475,
"Knowledge of languages","        Kinyarwanda (Rwanda)",,      20,,       0,,      20,,    2220,,     885,,    1330,
"Knowledge of languages","        Shona",,      25,,      15,,      10,,    2350,,    1055,,    1300,
"Knowledge of languages","        Swahili",,     105,,      55,,      50,,   16750,,    8110,,    8640,
"Knowledge of languages","        Wolof",,       0,,       0,,       0,,     730,,     355,,     375,
"Knowledge of languages","        Yoruba",,     185,,      85,,     100,,   10495,,    5345,,    5150,
"Knowledge of languages","        Niger-Congo languages; n.i.e.",,     125,,      55,,      65,,   11210,,    5255,,    5950,
"Knowledge of languages","      Nilo-Saharan languages",,      30,,      20,,      10,,    2025,,    1020,,    1010,
"Knowledge of languages","        Dinka",,      20,,      10,,      10,,     415,,     220,,     200,
"Knowledge of languages","        Nilo-Saharan languages; n.i.e.",,      15,,      10,,       0,,    1615,,     805,,     810,
"Knowledge of languages","      Sign languages",,     335,,     120,,     220,,   18865,,    7645,,   11220,
"Knowledge of languages","        American Sign Language",,     270,,     105,,     165,,   10220,,    3695,,    6525,
"Knowledge of languages","        Quebec Sign Language",,       0,,       0,,       0,,     235,,      60,,     180,
"Knowledge of languages","        Sign languages; n.i.e.",,      90,,      25,,      65,,    8690,,    4005,,    4680,
"Knowledge of languages","      Sino-Tibetan languages",,    1955,,     900,,    1050,,  689145,,  324575,,  364565,
"Knowledge of languages","        Chinese languages",,    1930,,     890,,    1040,,  679170,,  319635,,  359530,
"Knowledge of languages","          Cantonese",,     760,,     375,,     380,,  341875,,  159280,,  182600,
"Knowledge of languages","          Hakka",,       0,,       0,,      10,,    7865,,    3445,,    4420,
"Knowledge of languages","          Mandarin",,    1235,,     530,,     710,,  385395,,  179890,,  205510,
"Knowledge of languages","          Min Dong",,       0,,       0,,       0,,     810,,     330,,     480,
"Knowledge of languages","          Min Nan (Chaochow; Teochow; Fukien; Taiwanese)",,      55,,      25,,      30,,   16980,,    7650,,    9330,
"Knowledge of languages","          Wu (Shanghainese)",,      15,,      10,,      10,,    8305,,    3860,,    4440,
"Knowledge of languages","          Chinese; n.o.s.",,      35,,      15,,      20,,   16455,,    7710,,    8745,
"Knowledge of languages","          Chinese languages; n.i.e.",,       0,,       0,,       0,,     185,,      95,,      90,
"Knowledge of languages","        Tibeto-Burman languages",,      25,,      15,,      15,,   10460,,    5200,,    5260,
"Knowledge of languages","          Burmese",,       0,,       0,,       0,,    2215,,    1055,,    1165,
"Knowledge of languages","          Karenic languages",,       0,,       0,,       0,,    1820,,     905,,     920,
"Knowledge of languages","          Tibetan",,      25,,      10,,      15,,    5695,,    2845,,    2850,
"Knowledge of languages","          Tibeto-Burman languages; n.i.e.",,       0,,       0,,       0,,    1245,,     645,,     605,
"Knowledge of languages","      Tai-Kadai languages",,      60,,      25,,      30,,   11120,,    4945,,    6180,
"Knowledge of languages","        Lao",,      25,,      10,,      10,,    6740,,    3215,,    3520,
"Knowledge of languages","        Thai",,      40,,      15,,      15,,    5195,,    2065,,    3135,
"Knowledge of languages","        Tai-Kadai languages; n.i.e.",,       0,,       0,,       0,,      30,,      10,,      20,
"Knowledge of languages","      Turkic languages",,     265,,     135,,     135,,   33335,,   17310,,   16025,
"Knowledge of languages","        Azerbaijani",,       0,,       0,,       0,,    3260,,    1710,,    1550,
"Knowledge of languages","        Turkish",,     255,,     120,,     135,,   27850,,   14510,,   13340,
"Knowledge of languages","        Uyghur",,       0,,       0,,       0,,     700,,     350,,     345,
"Knowledge of languages","        Uzbek",,       0,,       0,,       0,,    1405,,     700,,     705,
"Knowledge of languages","        Turkic languages; n.i.e.",,      10,,      10,,       0,,     915,,     450,,     465,
"Knowledge of languages","      Uralic languages",,     195,,      95,,     100,,   58370,,   27060,,   31310,
"Knowledge of languages","        Estonian",,      10,,       0,,       0,,    4785,,    2155,,    2625,
"Knowledge of languages","        Finnish",,      25,,      15,,      15,,   11145,,    4865,,    6280,
"Knowledge of languages","        Hungarian",,     170,,      85,,      85,,   42545,,   20070,,   22480,
"Knowledge of languages","        Uralic languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","      Other languages; n.i.e.",,      10,,       0,,      10,,    3675,,    1950,,    1725,

Symbols:

Notes:
15, Total - Knowledge of official languages for the total population excluding institutional residents - 100% data
,Knowledge of official languages refers to whether the person can conduct a conversation in English only  French only  in both languages or in neither language. For a child who has not yet learned to speak  this includes languages that the child is learning to speak at home.
,For more information on language variables  including information on their classifications  the questions from which they are derived  data quality and their comparability with other sources of data  please refer to the Languages Reference Guide  Census of Population  2016.
,Total population excluding institutional residents refers to the total population excluding persons who live in institutional collective dwellings.
16, Total - First official language spoken for the total population excluding institutional residents - 100% data
,First official language spoken is specified within the framework of the Official Languages Act. It refers to the first official language (i.e.  English or French) spoken by the person.
,For more information on language variables  including information on their classifications  the questions from which they are derived  data quality and their comparability with other sources of data  please refer to the Languages Reference Guide  Census of Population  2016.
,Total population excluding institutional residents refers to the total population excluding persons who live in institutional collective dwellings.
17, Official language minority
,The official language minority population of Quebec includes all individuals with English as a first official language spoken and half of those with both English and French. The official language minority population of the country overall and of every province and territory other than Quebec includes individuals with French as a first official language spoken and half of those with both English and French.
18, Total - Mother tongue for the total population excluding institutional residents - 100% data
,Mother tongue refers to the first language learned at home in childhood and still understood by the person at the time the data was collected. If the person no longer understands the first language learned  the mother tongue is the second language learned. For a person who learned two languages at the same time in early childhood  the mother tongue is the language this person spoke most often at home before starting school. The person has two mother tongues only if the two languages were used equally often and are still understood by the person. For a child who has not yet learned to speak  the mother tongue is the language spoken most often to this child at home. The child has two mother tongues only if both languages are spoken equally often so that the child learns both languages at the same time.
,For more information on language variables  including information on their classifications  the questions from which they are derived  data quality and their comparability with other sources of data  please refer to the Languages Reference Guide  Census of Population  2016.
,Total population excluding institutional residents refers to the total population excluding persons who live in institutional collective dwellings.
,n.i.e. = not included elsewhere
,n.o.s. = not otherwise specified
19, Total - Language spoken most often at home for the total population excluding institutional residents - 100% data
,Language spoken most often at home refers to the language the person speaks most often at home at the time of data collection. A person can report more than one language as 'spoken most often at home' if the languages are spoken equally often.
,For a person who lives alone  the language spoken most often at home is the language in which he or she feels most comfortable. For a child who has not yet learned to speak  this is the language spoken most often to the child at home. Where two languages are spoken to the child  the language spoken most often at home is the language spoken most often. If both languages are used equally often  then both languages are included here.
,For more information on language variables  including information on their classifications  the questions from which they are derived  data quality and their comparability with other sources of data  please refer to the Languages Reference Guide  Census of Population  2016.
,Total population excluding institutional residents refers to the total population excluding persons who live in institutional collective dwellings.
,n.i.e. = not included elsewhere
,n.o.s. = not otherwise specified
20, Total - Other language(s) spoken regularly at home for the total population excluding institutional residents - 100% data
,Other language(s) spoken regularly at home refers to the languages  if any  that the person speaks at home on a regular basis at the time of data collection  other than the language or languages he or she speaks most often at home.
,For more information on language variables  including information on their classifications  the questions from which they are derived  data quality and their comparability with other sources of data  please refer to the Languages Reference Guide  Census of Population  2016.
,Total population excluding institutional residents refers to the total population excluding persons who live in institutional collective dwellings.
44, 'Knowledge of official languages' refers to whether the person can conduct a conversation in English only  French only  in both or in neither language. For a child who has not yet learned to speak  this includes languages that the child is learning to speak at home.
,'Knowledge of non-official languages' refers to whether the person can conduct a conversation in a language other than English or French. For a child who has not yet learned to speak  this includes languages that the child is learning to speak at home. The number of languages that can be reported may vary between surveys  depending on the objectives of the survey.
,For more information on language variables  including information on their classifications  the questions from which they are derived  data quality and their comparability with other sources of data  please refer to the Languages Reference Guide  Census of Population  2016.
,This is a total population count. The sum of the languages in this table is greater than the total population count because a person may report more than one language in the census.
,n.i.e. = not included elsewhere
,n.o.s. = not otherwise specified

Data quality:
Milton [Population centre]; Ontario
Global non-response rate (GNR)  short-form census questionnaire: 2.4%
Global non-response rate (GNR)  long-form census questionnaire: 3.0%

Ontario [Province]
Excludes census data for one or more incompletely enumerated Indian reserves or Indian settlements.
Global non-response rate (GNR)  short-form census questionnaire: 3.7%
Global non-response rate (GNR)  long-form census questionnaire: 4.6%


"Source: Statistics Canada, 2016 Census of Population."

How to cite: Statistics Canada. 2017. Census Profile. 2016 Census.
Statistics Canada Catalogue no. 98-316-X2016001. Ottawa. Released November 29 2017.
http://www12.statcan.gc.ca/census-recensement/2016/dp-pd/prof/index.cfm?Lang=E
